0	14.1
0.001	14.1
0.002	14.1
0.003	14.1
0.004	14.1
0.005	14.1
0.006	14.1
0.007	14.1
0.008	14.1
0.009	14.1
0.01	14.1
0.011	14.1
0.012	14.1
0.013	14.1
0.014	14.1
0.015	14.1
0.016	14.1
0.017	14.1
0.018	14.1
0.019	14.1
0.02	14.1
0.021	14.1
0.022	14.1
0.023	14.1
0.024	14.1
0.025	14.1
0.026	14.1
0.027	14.1
0.028	14.1
0.029	14.1
0.03	14.1
0.031	14.1
0.032	14.1
0.033	14.1
0.034	14.1
0.035	14.1
0.036	14.1
0.037	14.1
0.038	14.1
0.039	14.1
0.04	14.1
0.041	14.1
0.042	14.1
0.043	14.1
0.044	14.1
0.045	14.1
0.046	14.1
0.047	14.1
0.048	14.1
0.049	14.1
0.05	14.1
0.051	14.1
0.052	14.1
0.053	14.1
0.054	14.1
0.055	14.1
0.056	14.1
0.057	14.1
0.058	14.1
0.059	14.1
0.06	14.1
0.061	14.1
0.062	14.1
0.063	14.1
0.064	14.1
0.065	14.1
0.066	14.1
0.067	14.1
0.068	14.1
0.069	14.1
0.07	14.1
0.071	14.1
0.072	14.1
0.073	14.1
0.074	14.1
0.075	14.1
0.076	14.1
0.077	14.1
0.078	14.1
0.079	14.1
0.08	14.1
0.081	14.1
0.082	14.1
0.083	14.1
0.084	14.1
0.085	14.1
0.086	14.1
0.087	14.1
0.088	14.1
0.089	14.1
0.09	14.1
0.091	14.1
0.092	14.1
0.093	14.1
0.094	14.1
0.095	14.1
0.096	14.1
0.097	14.1
0.098	14.1
0.099	14.1
0.1	14.1
0.101	14.1
0.102	14.1
0.103	14.1
0.104	14.1
0.105	14.1
0.106	14.1
0.107	14.1
0.108	14.1
0.109	14.1
0.11	14.0337
0.111	14.0296
0.112	14.0251
0.113	14.0201
0.114	14.0146
0.115	14.0086
0.116	14.002
0.117	13.9936
0.118	13.9853
0.119	13.9764
0.12	13.9669
0.121	13.9567
0.122	13.9458
0.123	13.9343
0.124	13.922
0.125	13.909
0.126	13.868952
0.127	13.856039
0.128	13.842316
0.129	13.827771
0.13	13.812388
0.131	13.796156
0.132	13.77906
0.133	13.761088
0.134	13.74223
0.135	13.7225
0.136	13.7018
0.137	13.6802
0.138	13.6577
0.139	13.6343
0.14	13.6099
0.141	13.5845
0.142	13.5582
0.143	13.531
0.144	13.5027
0.145	13.4735
0.146	13.4433
0.147	13.4122
0.148	13.38
0.149	13.3469
0.15	13.3127
0.151	13.2776
0.152	13.2415
0.153	13.2044
0.154	13.1662
0.155	13.1271
0.156	13.087
0.157	13.046
0.158	12.9
0.159	12.86
0.16	12.84
0.161	12.78
0.162	12.76
0.163	12.72
0.164	12.68
0.165	12.64
0.166	12.6
0.167	12.55
0.168	12.5
0.169	12.46
0.17	12.42
0.171	12.36
0.172	12.32
0.173	12.28
0.174	12.23
0.175	12.18
0.176	12.12
0.177	12.08
0.178	12.02
0.179	11.96
0.18	11.91
0.181	11.86
0.182	11.8
0.183	11.74
0.184	11.68
0.185	11.62
0.186	11.56
0.187	11.48
0.188	11.42
0.189	11.36
0.19	11.3
0.191	11.22
0.192	11.16
0.193	11.08
0.194	11.02
0.195	10.94
0.196	10.88
0.197	10.8
0.198	10.72
0.199	10.64
0.2	10.56
0.201	10.48
0.202	10.42
0.203	10.32
0.204	10.25
0.205	10.16
0.206	10.08
0.207	10
0.208	9.92
0.209	9.84
0.21	9.76
0.211	9.66
0.212	9.58
0.213	9.5
0.214	9.42
0.215	9.32
0.216	9.24
0.217	9.15
0.218	9.06
0.219	8.98
0.22	8.9
0.221	8.8
0.222	8.72
0.223	8.64
0.224	8.54
0.225	8.46
0.226	8.38
0.227	8.28
0.228	8.2
0.229	8.12
0.23	8.02
0.231	7.94
0.232	7.86
0.233	7.78
0.234	7.7
0.235	7.62
0.236	7.54
0.237	7.44
0.238	7.38
0.239	7.3
0.24	7.22
0.241	7.14
0.242	7.04
0.243	6.96
0.244	6.88
0.245	6.82
0.246	6.74
0.247	6.66
0.248	6.58
0.249	6.5
0.25	6.42
0.251	6.36
0.252	6.28
0.253	6.2
0.254	6.14
0.255	6.06
0.256	5.98
0.257	5.92
0.258	5.84
0.259	5.78
0.26	5.7
0.261	5.64
0.262	5.56
0.263	5.5
0.264	5.44
0.265	5.36
0.266	5.3
0.267	5.24
0.268	5.18
0.269	5.1
0.27	5.04
0.271	4.98
0.272	4.92
0.273	4.86
0.274	4.8
0.275	4.74
0.276	4.68
0.277	4.62
0.278	4.56
0.279	4.52
0.28	4.46
0.281	4.4
0.282	4.34
0.283	4.3
0.284	4.24
0.285	4.18
0.286	4.14
0.287	4.08
0.288	4.02
0.289	3.982
0.29	3.932
0.291	3.882
0.292	3.834
0.293	3.786
0.294	3.738
0.295	3.692
0.296	3.646
0.297	3.6
0.298	3.554
0.299	3.508
0.3	3.462
0.301	3.42
0.302	3.374
0.303	3.334
0.304	3.292
0.305	3.25
0.306	3.208
0.307	3.168
0.308	3.126
0.309	3.088
0.31	3.05
0.311	3.01
0.312	2.968
0.313	2.936
0.314	2.894
0.315	2.862
0.316	2.82
0.317	2.786
0.318	2.754
0.319	2.722
0.32	2.688
0.321	2.654
0.322	2.62
0.323	2.586
0.324	2.552
0.325	2.522
0.326	2.488
0.327	2.458
0.328	2.426
0.329	2.394
0.33	2.364
0.331	2.334
0.332	2.304
0.333	2.276
0.334	2.246
0.335	2.218
0.336	2.19
0.337	2.162
0.338	2.136
0.339	2.108
0.34	2.082
0.341	2.058
0.342	2.032
0.343	2.006
0.344	1.982
0.345	1.958
0.346	1.932
0.347	1.908
0.348	1.886
0.349	1.862
0.35	1.84
0.351	1.816
0.352	1.794
0.353	1.772
0.354	1.75
0.355	1.728
0.356	1.708
0.357	1.688
0.358	1.666
0.359	1.648
0.36	1.626
0.361	1.606
0.362	1.588
0.363	1.568
0.364	1.548
0.365	1.53
0.366	1.512
0.367	1.494
0.368	1.474
0.369	1.456
0.37	1.44
0.371	1.422
0.372	1.404
0.373	1.388
0.374	1.37
0.375	1.354
0.376	1.338
0.377	1.324
0.378	1.306
0.379	1.292
0.38	1.276
0.381	1.26
0.382	1.246
0.383	1.23
0.384	1.216
0.385	1.202
0.386	1.188
0.387	1.174
0.388	1.16
0.389	1.146
0.39	1.132
0.391	1.12
0.392	1.106
0.393	1.094
0.394	1.08
0.395	1.068
0.396	1.056
0.397	1.044
0.398	1.03
0.399	0.9865
0.4	0.9755
0.401	0.964
0.402	0.9528
0.403	0.9421
0.404	0.9313
0.405	0.9208
0.406	0.9104
0.407	0.8997
0.408	0.8897
0.409	0.8799
0.41	0.8695
0.411	0.8597
0.412	0.8501
0.413	0.84
0.414	0.831
0.415	0.8215
0.416	0.8125
0.417	0.8036
0.418	0.7942
0.419	0.7852
0.42	0.7768
0.421	0.7677
0.422	0.7592
0.423	0.7508
0.424	0.7428
0.425	0.7343
0.426	0.7264
0.427	0.7179
0.428	0.7104
0.429	0.7024
0.43	0.695
0.431	0.6872
0.432	0.6798
0.433	0.6723
0.434	0.6651
0.435	0.6579
0.436	0.6509
0.437	0.644
0.438	0.6369
0.439	0.6301
0.44	0.6233
0.441	0.6166
0.442	0.6101
0.443	0.6033
0.444	0.597
0.445	0.5905
0.446	0.5844
0.447	0.578
0.448	0.5719
0.449	0.5659
0.45	0.5602
0.451	0.5542
